Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Indonesia,Potatoes,1999,147199,2702,1597,27.17
Indonesia,Potatoes,1999,147199,2702,1597,26.62
Indonesia,Potatoes,1999,147199,2702,1597,27.32
Indonesia,Potatoes,2000,133759,2702,1597,25.46
Indonesia,Potatoes,2000,133759,2702,1597,27.2
Indonesia,Potatoes,2000,133759,2702,1597,27.1
Indonesia,Potatoes,2000,133759,2702,1597,27.23
Indonesia,Potatoes,2000,133759,2702,1597,26.77
Indonesia,Potatoes,2000,133759,2702,1597,27.44
Indonesia,Potatoes,2001,148495,2702,1597,25.43
Indonesia,Potatoes,2001,148495,2702,1597,27.13
Indonesia,Potatoes,2001,148495,2702,1597,27.26
Indonesia,Potatoes,2001,148495,2702,1597,27.32
Indonesia,Potatoes,2001,148495,2702,1597,26.81
Indonesia,Potatoes,2001,148495,2702,1597,27.52
Indonesia,Potatoes,2002,155903,2702,1597,25.64
Indonesia,Potatoes,2002,155903,2702,1597,27.4
Indonesia,Potatoes,2002,155903,2702,1597,27.5
Indonesia,Potatoes,2002,155903,2702,1597,27.49
Indonesia,Potatoes,2002,155903,2702,1597,27.01
Indonesia,Potatoes,2002,155903,2702,1597,27.71
Indonesia,Potatoes,2004,163870,2702,1597,25.67
Indonesia,Potatoes,2004,163870,2702,1597,27.42
Indonesia,Potatoes,2004,163870,2702,1597,27.32
Indonesia,Potatoes,2004,163870,2702,1597,27.57
Indonesia,Potatoes,2004,163870,2702,1597,26.97
Indonesia,Potatoes,2004,163870,2702,1597,27.69
Indonesia,Potatoes,2005,164014,2702,1597,25.59
Indonesia,Potatoes,2005,164014,2702,1597,27.22
Indonesia,Potatoes,2005,164014,2702,1597,27.48
Indonesia,Potatoes,2005,164014,2702,1597,27.44
Indonesia,Potatoes,2005,164014,2702,1597,27.11
Indonesia,Potatoes,2005,164014,2702,1597,27.77
Indonesia,Potatoes,2006,169363,2702,1597,25.66
Indonesia,Potatoes,2006,169363,2702,1597,27.39
Indonesia,Potatoes,2006,169363,2702,1597,27.21
Indonesia,Potatoes,2006,169363,2702,1597,27.55
Indonesia,Potatoes,2006,169363,2702,1597,26.98
Indonesia,Potatoes,2006,169363,2702,1597,27.55
Indonesia,Potatoes,2007,160919,2702,1597,25.5
Indonesia,Potatoes,2007,160919,2702,1597,27.21
Indonesia,Potatoes,2007,160919,2702,1597,27.14
Indonesia,Potatoes,2007,160919,2702,1597,27.29
Indonesia,Potatoes,2007,160919,2702,1597,26.88
Indonesia,Potatoes,2007,160919,2702,1597,27.49
Indonesia,Potatoes,2008,166719,2702,1597,25.32
Indonesia,Potatoes,2008,166719,2702,1597,26.97
Indonesia,Potatoes,2008,166719,2702,1597,27.03
Indonesia,Potatoes,2008,166719,2702,1597,27.18
Indonesia,Potatoes,2008,166719,2702,1597,26.65
Indonesia,Potatoes,2008,166719,2702,1597,27.34
Indonesia,Potatoes,2009,165123,2702,1597,25.54
Indonesia,Potatoes,2009,165123,2702,1597,27.31
Indonesia,Potatoes,2009,165123,2702,1597,27.3
Indonesia,Potatoes,2009,165123,2702,1597,27.63
Indonesia,Potatoes,2009,165123,2702,1597,26.98
Indonesia,Potatoes,2009,165123,2702,1597,27.69
Indonesia,Potatoes,2010,159445,2702,1597,25.57
Indonesia,Potatoes,2010,159445,2702,1597,27.25
Indonesia,Potatoes,2010,159445,2702,1597,27.69
Indonesia,Potatoes,2010,159445,2702,1597,27.46
Indonesia,Potatoes,2010,159445,2702,1597,26.94
Indonesia,Potatoes,2010,159445,2702,1597,27.55
Indonesia,Potatoes,2011,159562,2702,1597,25.38
Indonesia,Potatoes,2011,159562,2702,1597,27.24
Indonesia,Potatoes,2011,159562,2702,1597,27.19
Indonesia,Potatoes,2011,159562,2702,1597,27.39
Indonesia,Potatoes,2011,159562,2702,1597,26.63
Indonesia,Potatoes,2011,159562,2702,1597,27.19
Indonesia,Potatoes,2012,165820,2702,1597,25.59
Indonesia,Potatoes,2012,165820,2702,1597,27.36
Indonesia,Potatoes,2012,165820,2702,1597,27.37
Indonesia,Potatoes,2012,165820,2702,1597,27.49
Indonesia,Potatoes,2012,165820,2702,1597,26.87
Indonesia,Potatoes,2012,165820,2702,1597,27.48
Indonesia,Potatoes,2013,160184,2702,1597,25.48
Indonesia,Potatoes,2013,160184,2702,1597,27.37
Indonesia,Potatoes,2013,160184,2702,1597,27.88
Indonesia,Potatoes,2013,160184,2702,1597,27.34
Indonesia,Potatoes,2013,160184,2702,1597,26.72
Indonesia,Potatoes,2013,160184,2702,1597,27.3
Iraq,Potatoes,1990,166681,216,692,23.41
Iraq,Potatoes,1990,166681,216,692,19.76
Iraq,Potatoes,1991,138029,216,692,23.21
Iraq,Potatoes,1991,138029,216,692,19.68
Iraq,Potatoes,1992,179167,216,692,21.52
Iraq,Potatoes,1992,179167,216,692,17.76
Iraq,Potatoes,1993,174739,216,692,22.86
Iraq,Potatoes,1993,174739,216,692,18.75
Iraq,Potatoes,1994,166360,216,692,23.47
Iraq,Potatoes,1994,166360,216,692,20.02
Iraq,Potatoes,1995,160385,216,816,23.32
Iraq,Potatoes,1995,160385,216,816,19.86
Iraq,Potatoes,1996,177576,216,616,23.96
Iraq,Potatoes,1996,177576,216,616,20.13
Iraq,Potatoes,1997,154474,216,848,22.74
Iraq,Potatoes,1997,154474,216,848,19.23
Iraq,Potatoes,1998,155263,216,755,24.33
Iraq,Potatoes,1998,155263,216,755,20.65
Iraq,Potatoes,1999,164972,216,508,24.42
Iraq,Potatoes,1999,164972,216,508,20.85
Iraq,Potatoes,2000,140645,216,548,23.9
Iraq,Potatoes,2000,140645,216,548,20.28
Iraq,Potatoes,2001,163947,216,837.47,24.45
Iraq,Potatoes,2001,163947,216,837.47,20.8
Iraq,Potatoes,2002,170047,216,878.68,23.76
Iraq,Potatoes,2002,170047,216,878.68,20.1
Iraq,Potatoes,2004,162581,216,828.62,23.72
Iraq,Potatoes,2004,162581,216,828.62,20
Iraq,Potatoes,2005,158431,216,873.01,23.58
Iraq,Potatoes,2005,158431,216,873.01,19.96
Iraq,Potatoes,2006,176444,216,824.14,23.82
Iraq,Potatoes,2006,176444,216,824.14,20.12
Iraq,Potatoes,2007,179580,216,1062.61,23.92
Iraq,Potatoes,2007,179580,216,1062.61,20.12
Iraq,Potatoes,2008,105689,216,1245.94,24.09
Iraq,Potatoes,2008,105689,216,1245.94,20.46
Iraq,Potatoes,2009,113307,216,1429.27,23.87
Iraq,Potatoes,2009,113307,216,1429.27,20.26
Iraq,Potatoes,2010,157177,216,1612.61,25.49
Iraq,Potatoes,2010,157177,216,1612.61,21.97
Iraq,Potatoes,2011,137820,216,1795.94,23.44
Iraq,Potatoes,2011,137820,216,1795.94,19.78
Iraq,Potatoes,2012,134713,216,1979.27,24.34
Iraq,Potatoes,2012,134713,216,1979.27,20.7
Iraq,Potatoes,2013,170599,216,2162.6,25.14
Iraq,Potatoes,2013,170599,216,2162.6,21.77
Ireland,Potatoes,1990,248971,1118,2014,9.59
Ireland,Potatoes,1991,278537,1118,2014,9.07
Ireland,Potatoes,1992,288688,1118,2014,9.07
Ireland,Potatoes,1993,263426,1118,2014,8.85
Ireland,Potatoes,1994,300000,1118,2014,9.13
Ireland,Potatoes,1995,275893,1118,2152,9.75
Ireland,Potatoes,1996,301646,1118,1577,8.85
Ireland,Potatoes,1997,259341,1118,2201,9.95
Ireland,Potatoes,1998,260541,1118,2257,9.71
Ireland,Potatoes,1999,319429,1118,1930,9.75
Ireland,Potatoes,2000,336889,1118,1942.21,9.43
Ireland,Potatoes,2001,333986,1118,2333.67,9.27
Ireland,Potatoes,2002,336753,1118,2614.27,9.75
Ireland,Potatoes,2004,415188,1118,2978.49,9.77
Ireland,Potatoes,2005,346780,1118,2624.89,9.91
Ireland,Potatoes,2006,332957,1118,2766.64,10
Ireland,Potatoes,2007,341026,1118,3083.02,10.11
Ireland,Potatoes,2008,307946,1118,2790.17,9.42
Ireland,Potatoes,2009,275492,1118,2268.1,9.47
Ireland,Potatoes,2010,343934,1118,2529.2,8.38
Ireland,Potatoes,2011,342404,1118,3664.3,9.76
Ireland,Potatoes,2012,257778,1118,2925.1,9.28
Ireland,Potatoes,2013,383271,1118,2950.8,9.28
Italy,Potatoes,1990,191624,832,100596.4,7.97
Italy,Potatoes,1990,191624,832,100596.4,12.83
Italy,Potatoes,1991,200113,832,88916.6,7.28
Italy,Potatoes,1991,200113,832,88916.6,12.05
Italy,Potatoes,1992,226592,832,88227.6,7.76
Italy,Potatoes,1992,226592,832,88227.6,12.89
Italy,Potatoes,1993,224567,832,89282.2,7.43
Italy,Potatoes,1993,224567,832,89282.2,12.71
Italy,Potatoes,1994,233775,832,81217.6,8.39
Italy,Potatoes,1994,233775,832,81217.6,13.53
Italy,Potatoes,1995,232893,832,84153,7.43
Italy,Potatoes,1995,232893,832,84153,12.47
Italy,Potatoes,1996,224667,832,74617.2,7.06
Italy,Potatoes,1996,224667,832,74617.2,12.28
Italy,Potatoes,1997,222609,832,84799,8.18
Italy,Potatoes,1997,222609,832,84799,13.13
Italy,Potatoes,1998,243418,832,84117,7.77
Italy,Potatoes,1998,243418,832,84117,12.96
Italy,Potatoes,1999,241843,832,81583,7.64
Italy,Potatoes,1999,241843,832,81583,12.95
Italy,Potatoes,2000,250695,832,79447,8.13
Italy,Potatoes,2000,250695,832,79447,13.42
Italy,Potatoes,2001,250910,832,75978,7.83
Italy,Potatoes,2001,250910,832,75978,13.23
Italy,Potatoes,2002,240997,832,94211,8.15
Italy,Potatoes,2002,240997,832,94211,13.14
Italy,Potatoes,2004,251485,832,83810,7.74
Italy,Potatoes,2004,251485,832,83810,12.75
Italy,Potatoes,2005,250819,832,84647,7.33
Italy,Potatoes,2005,250819,832,84647,12.16
Italy,Potatoes,2006,246070,832,74349,8.15
Italy,Potatoes,2006,246070,832,74349,12.87
Italy,Potatoes,2007,256304,832,80454,8.4
Italy,Potatoes,2007,256304,832,80454,13.32
Italy,Potatoes,2008,227242,832,79643,7.91
Italy,Potatoes,2008,227242,832,79643,13.01
Italy,Potatoes,2009,248352,832,74172,8.11
Italy,Potatoes,2009,248352,832,74172,13.28
Italy,Potatoes,2010,249684,832,71613,7.05
Italy,Potatoes,2010,249684,832,71613,12.63
Italy,Potatoes,2011,249158,832,70690,8.68
Italy,Potatoes,2011,249158,832,70690,13.46
Italy,Potatoes,2012,254511,832,61889,8.05
Italy,Potatoes,2012,254511,832,61889,13.45
Italy,Potatoes,2013,252483,832,55633,8.04
Italy,Potatoes,2013,252483,832,55633,13.6
Jamaica,Potatoes,1990,122818,2051,1415.65,27.28
Jamaica,Potatoes,1991,91380,2051,1415.65,27.24
Jamaica,Potatoes,1992,111138,2051,1415.65,27.25
Jamaica,Potatoes,1993,119399,2051,1415.65,27.02
Jamaica,Potatoes,1994,143052,2051,1415.65,27.48
Jamaica,Potatoes,1995,144129,2051,1445.12,27.4
Jamaica,Potatoes,1996,146076,2051,1573.58,26.98
Jamaica,Potatoes,1997,147392,2051,909.71,27.8
Jamaica,Potatoes,1998,147897,2051,909.71,27.8
Jamaica,Potatoes,1999,157082,2051,909.71,27.12
Jamaica,Potatoes,2000,141042,2051,909.71,26.96
Jamaica,Potatoes,2001,144634,2051,909.71,27.27
Jamaica,Potatoes,2002,148595,2051,909.71,27.51
Jamaica,Potatoes,2004,156346,2051,909.71,27.47
Jamaica,Potatoes,2005,156141,2051,909.71,27.34
Jamaica,Potatoes,2006,166966,2051,909.71,27.58
Jamaica,Potatoes,2007,164330,2051,909.71,27.61
Jamaica,Potatoes,2008,164849,2051,909.71,27.17
Jamaica,Potatoes,2009,169416,2051,909.71,27.42
Jamaica,Potatoes,2010,142411,2051,909.71,27.09
Jamaica,Potatoes,2011,190236,2051,909.71,27.17
Jamaica,Potatoes,2012,165440,2051,909.71,27.51
Jamaica,Potatoes,2013,165914,2051,909.71,27.41
Japan,Potatoes,1990,306736,1668,79821.18,16.4
Japan,Potatoes,1990,306736,1668,79821.18,14.14
Japan,Potatoes,1990,306736,1668,79821.18,16.46
Japan,Potatoes,1990,306736,1668,79821.18,16.12
Japan,Potatoes,1990,306736,1668,79821.18,16.17
Japan,Potatoes,1990,306736,1668,79821.18,14.14
Japan,Potatoes,1991,322809,1668,79821.18,15.6
Japan,Potatoes,1991,322809,1668,79821.18,13.32
Japan,Potatoes,1991,322809,1668,79821.18,15.43
Japan,Potatoes,1991,322809,1668,79821.18,15.38
Japan,Potatoes,1991,322809,1668,79821.18,15.49
Japan,Potatoes,1991,322809,1668,79821.18,13.32
Japan,Potatoes,1992,313645,1668,79821.18,15.63
Japan,Potatoes,1992,313645,1668,79821.18,12.94
Japan,Potatoes,1992,313645,1668,79821.18,15.68
Japan,Potatoes,1992,313645,1668,79821.18,15.21
Japan,Potatoes,1992,313645,1668,79821.18,15.26
Japan,Potatoes,1992,313645,1668,79821.18,12.94
Japan,Potatoes,1993,304856,1668,79821.18,14.93
Japan,Potatoes,1993,304856,1668,79821.18,12.49
Japan,Potatoes,1993,304856,1668,79821.18,14.99
Japan,Potatoes,1993,304856,1668,79821.18,14.68
Japan,Potatoes,1993,304856,1668,79821.18,14.72
Japan,Potatoes,1993,304856,1668,79821.18,12.49
Japan,Potatoes,1994,312107,1668,79821.18,16.33
Japan,Potatoes,1994,312107,1668,79821.18,13.78
Japan,Potatoes,1994,312107,1668,79821.18,16.41
Japan,Potatoes,1994,312107,1668,79821.18,16.06
Japan,Potatoes,1994,312107,1668,79821.18,16.07
Japan,Potatoes,1994,312107,1668,79821.18,13.78
Japan,Potatoes,1995,323558,1668,79821.18,15.25
Japan,Potatoes,1995,323558,1668,79821.18,12.98
Japan,Potatoes,1995,323558,1668,79821.18,15.32
Japan,Potatoes,1995,323558,1668,79821.18,14.83
Japan,Potatoes,1995,323558,1668,79821.18,14.97
Japan,Potatoes,1995,323558,1668,79821.18,12.98
Japan,Potatoes,1996,299709,1668,79821.18,15.2
Japan,Potatoes,1996,299709,1668,79821.18,12.61
Japan,Potatoes,1996,299709,1668,79821.18,15.32
Japan,Potatoes,1996,299709,1668,79821.18,14.79
Japan,Potatoes,1996,299709,1668,79821.18,14.8
Japan,Potatoes,1996,299709,1668,79821.18,12.61
Japan,Potatoes,1997,307549,1668,79821.18,15.76
Japan,Potatoes,1997,307549,1668,79821.18,13.43
Japan,Potatoes,1997,307549,1668,79821.18,15.89
Japan,Potatoes,1997,307549,1668,79821.18,15.37
Japan,Potatoes,1997,307549,1668,79821.18,15.39
Japan,Potatoes,1997,307549,1668,79821.18,13.43
Japan,Potatoes,1998,307608,1668,79821.18,16.72
Japan,Potatoes,1998,307608,1668,79821.18,13.74
Japan,Potatoes,1998,307608,1668,79821.18,16.74
Japan,Potatoes,1998,307608,1668,79821.18,16.39
Japan,Potatoes,1998,307608,1668,79821.18,16.45
Japan,Potatoes,1998,307608,1668,79821.18,13.74
Japan,Potatoes,1999,303275,1668,79821.18,15.93
Japan,Potatoes,1999,303275,1668,79821.18,13.78
Japan,Potatoes,1999,303275,1668,79821.18,15.93
Japan,Potatoes,1999,303275,1668,79821.18,15.66
Japan,Potatoes,1999,303275,1668,79821.18,15.79
Japan,Potatoes,1999,303275,1668,79821.18,13.78
Japan,Potatoes,2000,306342,1668,79821.18,15.92
Japan,Potatoes,2000,306342,1668,79821.18,13.5
Japan,Potatoes,2000,306342,1668,79821.18,15.95
Japan,Potatoes,2000,306342,1668,79821.18,15.58
Japan,Potatoes,2000,306342,1668,79821.18,15.67
Japan,Potatoes,2000,306342,1668,79821.18,13.5
Japan,Potatoes,2001,318172,1668,78735.45,15.86
Japan,Potatoes,2001,318172,1668,78735.45,13.13
Japan,Potatoes,2001,318172,1668,78735.45,15.97
Japan,Potatoes,2001,318172,1668,78735.45,15.4
Japan,Potatoes,2001,318172,1668,78735.45,15.47
Japan,Potatoes,2001,318172,1668,78735.45,13.13
Japan,Potatoes,2002,334130,1668,70262.54,16.09
Japan,Potatoes,2002,334130,1668,70262.54,13.42
Japan,Potatoes,2002,334130,1668,70262.54,16
Japan,Potatoes,2002,334130,1668,70262.54,15.71
Japan,Potatoes,2002,334130,1668,70262.54,15.73
Japan,Potatoes,2002,334130,1668,70262.54,13.42
Japan,Potatoes,2004,330734,1668,64688.88,16.56
Japan,Potatoes,2004,330734,1668,64688.88,14.05
Japan,Potatoes,2004,330734,1668,64688.88,16.54
Japan,Potatoes,2004,330734,1668,64688.88,16.19
Japan,Potatoes,2004,330734,1668,64688.88,16.33
Japan,Potatoes,2004,330734,1668,64688.88,14.05
Japan,Potatoes,2005,316341,1668,63829.77,15.75
Japan,Potatoes,2005,316341,1668,63829.77,12.99
Japan,Potatoes,2005,316341,1668,63829.77,15.75
Japan,Potatoes,2005,316341,1668,63829.77,15.36
Japan,Potatoes,2005,316341,1668,63829.77,15.36
Japan,Potatoes,2005,316341,1668,63829.77,12.99
Japan,Potatoes,2006,304273,1668,65248.26,15.87
Japan,Potatoes,2006,304273,1668,65248.26,13.28
Japan,Potatoes,2006,304273,1668,65248.26,15.92
Japan,Potatoes,2006,304273,1668,65248.26,15.43
Japan,Potatoes,2006,304273,1668,65248.26,15.45
Japan,Potatoes,2006,304273,1668,65248.26,13.28
Japan,Potatoes,2007,340000,1668,61164.07,16.53
Japan,Potatoes,2007,340000,1668,61164.07,13.68
Japan,Potatoes,2007,340000,1668,61164.07,16.55
Japan,Potatoes,2007,340000,1668,61164.07,16.03
Japan,Potatoes,2007,340000,1668,61164.07,15.94
Japan,Potatoes,2007,340000,1668,61164.07,13.68
Japan,Potatoes,2008,323086,1668,58750,15.96
Japan,Potatoes,2008,323086,1668,58750,13.31
Japan,Potatoes,2008,323086,1668,58750,15.98
Japan,Potatoes,2008,323086,1668,58750,15.55
Japan,Potatoes,2008,323086,1668,58750,15.57
Japan,Potatoes,2008,323086,1668,58750,13.31
Japan,Potatoes,2009,295909,1668,60970.8,15.93
Japan,Potatoes,2009,295909,1668,60970.8,13.55
Japan,Potatoes,2009,295909,1668,60970.8,16.02
Japan,Potatoes,2009,295909,1668,60970.8,15.61
Japan,Potatoes,2009,295909,1668,60970.8,15.67
Japan,Potatoes,2009,295909,1668,60970.8,13.55
Japan,Potatoes,2010,277576,1668,55576,16.12
Japan,Potatoes,2010,277576,1668,55576,13.82
Japan,Potatoes,2010,277576,1668,55576,16.01
Japan,Potatoes,2010,277576,1668,55576,15.8
Japan,Potatoes,2010,277576,1668,55576,15.87
Japan,Potatoes,2010,277576,1668,55576,13.82
Japan,Potatoes,2011,294691,1668,51796.3,15.71
Japan,Potatoes,2011,294691,1668,51796.3,13.32
Japan,Potatoes,2011,294691,1668,51796.3,15.62
Japan,Potatoes,2011,294691,1668,51796.3,15.38
Japan,Potatoes,2011,294691,1668,51796.3,15.43
Japan,Potatoes,2011,294691,1668,51796.3,13.32
Japan,Potatoes,2012,307882,1668,54716.4,15.53
Japan,Potatoes,2012,307882,1668,54716.4,13.11
Japan,Potatoes,2012,307882,1668,54716.4,15.54
Japan,Potatoes,2012,307882,1668,54716.4,15.14
Japan,Potatoes,2012,307882,1668,54716.4,15.21
Japan,Potatoes,2012,307882,1668,54716.4,13.11
Japan,Potatoes,2013,302133,1668,52794.3,16.54
Japan,Potatoes,2013,302133,1668,52794.3,13.91
Japan,Potatoes,2013,302133,1668,52794.3,16.3
Japan,Potatoes,2013,302133,1668,52794.3,16
Japan,Potatoes,2013,302133,1668,52794.3,16.02
Japan,Potatoes,2013,302133,1668,52794.3,13.91
Kazakhstan,Potatoes,1992,105923,250,17182,6.2
Kazakhstan,Potatoes,1992,105923,250,17182,2.78
Kazakhstan,Potatoes,1993,96200,250,17182,5.51
Kazakhstan,Potatoes,1993,96200,250,17182,1.63
Kazakhstan,Potatoes,1994,95739,250,17182,6.04
Kazakhstan,Potatoes,1994,95739,250,17182,3.12
Kazakhstan,Potatoes,1995,84589,250,13535,6.53
Kazakhstan,Potatoes,1995,84589,250,13535,4.33
Kazakhstan,Potatoes,1996,88347,250,13047,5.98
Kazakhstan,Potatoes,1996,88347,250,13047,1.61
Kazakhstan,Potatoes,1997,84078,250,8112,7.53
Kazakhstan,Potatoes,1997,84078,250,8112,4.52
Kazakhstan,Potatoes,1998,76679,250,6416.14,6.94
Kazakhstan,Potatoes,1998,76679,250,6416.14,3.25
Kazakhstan,Potatoes,1999,107532,250,4720.28,7.09
Kazakhstan,Potatoes,1999,107532,250,4720.28,3.73
Kazakhstan,Potatoes,2000,106383,250,3024.42,7.26
Kazakhstan,Potatoes,2000,106383,250,3024.42,3.23
Kazakhstan,Potatoes,2001,132897,250,3007.26,7.23
Kazakhstan,Potatoes,2001,132897,250,3007.26,3.85
Kazakhstan,Potatoes,2002,139278,250,3361.84,7.4
Kazakhstan,Potatoes,2002,139278,250,3361.84,4.77
Kazakhstan,Potatoes,2004,134485,250,3802.92,7.52
Kazakhstan,Potatoes,2004,134485,250,3802.92,4.18
Kazakhstan,Potatoes,2005,150135,250,3666.62,7.07
Kazakhstan,Potatoes,2005,150135,250,3666.62,4
Kazakhstan,Potatoes,2006,153851,250,3926.27,7.65
Kazakhstan,Potatoes,2006,153851,250,3926.27,3.88
Kazakhstan,Potatoes,2007,155792,250,5575.89,7.78
Kazakhstan,Potatoes,2007,155792,250,5575.89,4.14
Kazakhstan,Potatoes,2008,144356,250,7044.9,7.25
Kazakhstan,Potatoes,2008,144356,250,7044.9,4.19
Kazakhstan,Potatoes,2009,162092,250,8716.14,6.77
Kazakhstan,Potatoes,2009,162092,250,8716.14,3.03
Kazakhstan,Potatoes,2010,143194,250,6283.85,6.96
Kazakhstan,Potatoes,2010,143194,250,6283.85,2.95
Kazakhstan,Potatoes,2011,167176,250,10656.6,6.54
Kazakhstan,Potatoes,2011,167176,250,10656.6,2.67
Kazakhstan,Potatoes,2012,165927,250,8674.58,6.07
Kazakhstan,Potatoes,2012,165927,250,8674.58,2.5
Kazakhstan,Potatoes,2013,181522,250,8738.38,8.71
Kazakhstan,Potatoes,2013,181522,250,8738.38,5.49
Kenya,Potatoes,1990,88655,630,3469,15.94
Kenya,Potatoes,1991,113356,630,3469,16.26
Kenya,Potatoes,1992,92975,630,3469,16.34
Kenya,Potatoes,1993,117490,630,3469,16.36
Kenya,Potatoes,1994,97108,630,3469,16.58
Kenya,Potatoes,1995,96575,630,4607,16.52
Kenya,Potatoes,1996,75918,630,6344,16.44
Kenya,Potatoes,1997,70425,630,5172,16.77
Kenya,Potatoes,1998,75177,630,4114,16.53
Kenya,Potatoes,1999,91410,630,3056,16.7
Kenya,Potatoes,2000,61770,630,1998,16.73
Kenya,Potatoes,2001,91596,630,1578,16.1
Kenya,Potatoes,2002,77113,630,1578,16.61
Kenya,Potatoes,2004,84401,630,1578,16.92
Kenya,Potatoes,2005,200000,630,1578,17.28
Kenya,Potatoes,2006,200000,630,1578,16.92
Kenya,Potatoes,2007,200000,630,1578,16.6
Kenya,Potatoes,2008,214815,630,1578,16.66
Kenya,Potatoes,2009,191199,630,1578,17.3
Kenya,Potatoes,2010,224279,630,1578,16.82
Kenya,Potatoes,2011,191690,630,1578,16.9
Kenya,Potatoes,2012,203389,630,1578,16.84
Kenya,Potatoes,2013,144262,630,1578,16.91
Latvia,Potatoes,1992,120475,641,1005,6.89
Latvia,Potatoes,1993,145006,641,476,5.58
Latvia,Potatoes,1994,129963,641,294,5.87
Latvia,Potatoes,1995,114701,641,358,6.54
Latvia,Potatoes,1996,137471,641,361,4.9
Latvia,Potatoes,1997,135948,641,334,6.17
Latvia,Potatoes,1998,118044,641,369,5.95
Latvia,Potatoes,1999,158782,641,326.86,7.07
Latvia,Potatoes,2000,145634,641,284.72,7.47
Latvia,Potatoes,2001,111670,641,367.4,6.5
Latvia,Potatoes,2002,143358,641,335.31,6.83
Latvia,Potatoes,2004,128507,641,594.46,6.28
Latvia,Potatoes,2005,145942,641,723.54,6.3
Latvia,Potatoes,2006,122151,641,743.57,6.95
Latvia,Potatoes,2007,159330,641,1113.49,7.25
Latvia,Potatoes,2008,178148,641,1033,7.67
Latvia,Potatoes,2009,175133,641,881.2,6.51
Latvia,Potatoes,2010,160797,641,1027.5,5.67
Latvia,Potatoes,2011,168013,641,1070.5,7.25
Latvia,Potatoes,2012,191099,641,1396.96,5.96
Latvia,Potatoes,2013,181648,641,1250,7.25
Lebanon,Potatoes,1990,180927,661,1221,19.4
Lebanon,Potatoes,1991,201527,661,1221,19.31
Lebanon,Potatoes,1992,210345,661,1221,18.18
Lebanon,Potatoes,1993,203846,661,1221,19.14
Lebanon,Potatoes,1994,234268,661,1221,19.93
Lebanon,Potatoes,1995,238774,661,1221,19.35
Lebanon,Potatoes,1996,241493,661,1221,19.65
Lebanon,Potatoes,1997,220000,661,1816,18.99
Lebanon,Potatoes,1998,200000,661,1816,20.19
Lebanon,Potatoes,1999,190270,661,1816,20.25
Lebanon,Potatoes,2000,213178,661,1816,19.65
Lebanon,Potatoes,2001,215966,661,1816,20.29
Lebanon,Potatoes,2002,234970,661,1816,19.91
Lebanon,Potatoes,2004,255504,661,1816,19.72
Lebanon,Potatoes,2005,259594,661,1816,19.68
Lebanon,Potatoes,2006,200000,661,1816,19.59
Lebanon,Potatoes,2007,256020,661,1816,20.04
Lebanon,Potatoes,2008,256020,661,1816,20.24
Lebanon,Potatoes,2009,224868,661,1816,20.19
Lebanon,Potatoes,2010,238514,661,1816,21.26
Lebanon,Potatoes,2011,239130,661,1816,19.67
Lebanon,Potatoes,2012,233333,661,1816,20.19
Lebanon,Potatoes,2013,260759,661,1816,20.08
Lesotho,Potatoes,1990,176905,788,0.3,14.48
Lesotho,Potatoes,1991,156250,788,0.3,14.66
Lesotho,Potatoes,1992,148649,788,0.3,15.16
Lesotho,Potatoes,1993,150000,788,0.3,14.95
Lesotho,Potatoes,1994,155556,788,0.3,14.22
Lesotho,Potatoes,1995,156169,788,0.3,14.55
Lesotho,Potatoes,1996,157202,788,0.3,13.93
Lesotho,Potatoes,1997,159574,788,0.3,14.28
Lesotho,Potatoes,1998,160000,788,0.3,14.81
Lesotho,Potatoes,1999,163462,788,0.3,15.34
Lesotho,Potatoes,2000,164151,788,0.3,14.37
Lesotho,Potatoes,2001,162963,788,0.3,14.62
Lesotho,Potatoes,2002,162858,788,0.3,14.69
Lesotho,Potatoes,2004,163654,788,0.3,14.91
Lesotho,Potatoes,2005,164086,788,0.53,14.89
Lesotho,Potatoes,2006,164720,788,5.25,14.18
Lesotho,Potatoes,2007,166071,788,35.27,14.81
Lesotho,Potatoes,2008,166379,788,37.44,14.74
Lesotho,Potatoes,2009,159649,788,77.7,14.62
Lesotho,Potatoes,2010,165000,788,80.07,15.23
Lesotho,Potatoes,2011,164706,788,175.27,14.32
Lesotho,Potatoes,2012,164286,788,271.84,14.62
Lesotho,Potatoes,2013,173611,788,62.32,14.03
Libya,Potatoes,1990,80556,56,87,19.6
Libya,Potatoes,1990,80556,56,87,20.53
Libya,Potatoes,1991,81319,56,87,18.96
Libya,Potatoes,1991,81319,56,87,19.47
Libya,Potatoes,1992,78947,56,87,19.03
Libya,Potatoes,1992,78947,56,87,19.67
Libya,Potatoes,1993,85822,56,87,19.51
Libya,Potatoes,1993,85822,56,87,20.12
Libya,Potatoes,1994,116667,56,87,19.86
Libya,Potatoes,1994,116667,56,87,20.55
Libya,Potatoes,1995,165267,56,87,19.47
Libya,Potatoes,1995,165267,56,87,20.03
Libya,Potatoes,1996,187273,56,87,19.24
Libya,Potatoes,1996,187273,56,87,20.21
Libya,Potatoes,1997,174212,56,255,19.3
Libya,Potatoes,1997,174212,56,255,20.32
Libya,Potatoes,1998,180000,56,1262.38,19.75
Libya,Potatoes,1998,180000,56,1262.38,20.24
